"id";"lemma";"Freq";"MI";"T-score";"logDice"
"19388";"vězet";"3";"1,706";"1,201";"-2,144"
"19389";"Kasík";"3";"1,702";"1,2";"-2,144"
"19390";"stavbyvedoucí";"3";"1,701";"1,199";"-2,144"
"19391";"horoskop";"3";"1,7";"1,199";"-2,144"
"19392";"vědecky";"3";"1,699";"1,198";"-2,144"
"19393";"MZe";"3";"1,697";"1,198";"-2,145"
"19394";"inkoust";"3";"1,696";"1,198";"-2,145"
"19395";"přemrštěný";"3";"1,693";"1,196";"-2,145"
"19396";"letý";"3";"1,692";"1,196";"-2,145"
"19397";"ploutev";"3";"1,691";"1,196";"-2,145"
"19398";"mytologie";"3";"1,69";"1,195";"-2,145"
"19399";"vozíček";"3";"1,687";"1,194";"-2,145"
"19400";"Mittal";"3";"1,687";"1,194";"-2,145"
"19401";"Machová";"3";"1,686";"1,194";"-2,145"
"19402";"sirka";"3";"1,685";"1,193";"-2,145"
"19403";"skeptik";"3";"1,684";"1,193";"-2,145"
"19404";"znepříjemnit";"3";"1,683";"1,193";"-2,145"
"19405";"Patočka";"3";"1,68";"1,192";"-2,145"
"19406";"Erben";"3";"1,679";"1,191";"-2,145"
"19407";"kontinuální";"3";"1,678";"1,191";"-2,145"
"19408";"pardon";"3";"1,677";"1,19";"-2,145"
"19409";"přijímaný";"3";"1,676";"1,19";"-2,145"
"19410";"telčský";"3";"1,675";"1,19";"-2,145"
"19411";"bigbít";"3";"1,674";"1,189";"-2,145"
"19412";"Jürgen";"3";"1,674";"1,189";"-2,145"
"19413";"Crosby";"3";"1,671";"1,188";"-2,145"
"19414";"šílet";"3";"1,671";"1,188";"-2,145"
"19415";"habsburský";"3";"1,67";"1,188";"-2,145"
"19416";"Transgas";"3";"1,669";"1,188";"-2,145"
"19417";"ratingový";"3";"1,667";"1,187";"-2,145"
"19418";"bábovka";"3";"1,666";"1,186";"-2,145"
"19419";"kalkulačka";"3";"1,666";"1,186";"-2,145"
"19420";"mást";"3";"1,666";"1,186";"-2,145"
"19421";"čtvercový";"3";"1,665";"1,186";"-2,145"
"19422";"utahovat";"3";"1,664";"1,185";"-2,146"
"19423";"tíhnout";"3";"1,662";"1,185";"-2,146"
"19424";"pokousat";"3";"1,66";"1,184";"-2,146"
"19425";"výpravčí";"3";"1,659";"1,184";"-2,146"
"19426";"úplata";"3";"1,659";"1,183";"-2,146"
"19427";"Beata";"3";"1,656";"1,182";"-2,146"
"19428";"Koloušek";"3";"1,655";"1,182";"-2,146"
"19429";"navigátor";"3";"1,654";"1,182";"-2,146"
"19430";"23letý";"3";"1,654";"1,182";"-2,146"
"19431";"Jemen";"3";"1,652";"1,181";"-2,146"
"19432";"Bareš";"3";"1,652";"1,181";"-2,146"
"19433";"bezprecedentní";"3";"1,651";"1,181";"-2,146"
"19434";"početí";"3";"1,645";"1,178";"-2,146"
"19435";"úporný";"3";"1,645";"1,178";"-2,146"
"19436";"diskvalifikovat";"3";"1,645";"1,178";"-2,146"
"19437";"přechodně";"3";"1,645";"1,178";"-2,146"
"19438";"Necid";"3";"1,645";"1,178";"-2,146"
"19439";"Třešňák";"3";"1,644";"1,178";"-2,146"
"19440";"Tamara";"3";"1,641";"1,177";"-2,146"
"19441";"prokletý";"3";"1,64";"1,176";"-2,146"
"19442";"Nelson";"3";"1,639";"1,176";"-2,146"
"19443";"Bukovany";"3";"1,639";"1,176";"-2,146"
"19444";"kopírování";"3";"1,638";"1,176";"-2,146"
"19445";"Jakl";"3";"1,637";"1,175";"-2,146"
"19446";"Ondrášek";"3";"1,637";"1,175";"-2,146"
"19447";"uskladnit";"3";"1,636";"1,175";"-2,146"
"19448";"shromážděný";"3";"1,634";"1,174";"-2,146"
"19449";"hovořící";"3";"1,633";"1,174";"-2,146"
"19450";"sklopit";"3";"1,633";"1,174";"-2,146"
"19451";"pohanský";"3";"1,633";"1,174";"-2,146"
"19452";"rozestup";"3";"1,631";"1,173";"-2,147"
"19453";"Proseč";"3";"1,631";"1,173";"-2,147"
"19454";"přerušovat";"3";"1,63";"1,172";"-2,147"
"19455";"Dzurinda";"3";"1,627";"1,171";"-2,147"
"19456";"vysmívat";"3";"1,626";"1,171";"-2,147"
"19457";"agenturní";"3";"1,626";"1,171";"-2,147"
"19458";"navrhování";"3";"1,625";"1,171";"-2,147"
"19459";"předváděcí";"3";"1,625";"1,17";"-2,147"
"19460";"kolejnice";"3";"1,621";"1,169";"-2,147"
"19461";"spekulativní";"3";"1,621";"1,169";"-2,147"
"19462";"bruslařský";"3";"1,618";"1,168";"-2,147"
"19463";"Oto";"3";"1,616";"1,167";"-2,147"
"19464";"principál";"3";"1,615";"1,167";"-2,147"
"19465";"ratifikace";"3";"1,614";"1,166";"-2,147"
"19466";"25letý";"3";"1,609";"1,164";"-2,147"
"19467";"draze";"3";"1,608";"1,164";"-2,147"
"19468";"Bradáč";"3";"1,608";"1,164";"-2,147"
"19469";"Pat";"3";"1,606";"1,163";"-2,147"
"19470";"katalyzátor";"3";"1,604";"1,162";"-2,147"
"19471";"odstupující";"3";"1,602";"1,162";"-2,147"
"19472";"plachetnice";"3";"1,602";"1,161";"-2,147"
"19473";"Parker";"3";"1,601";"1,161";"-2,147"
"19474";"Elena";"3";"1,599";"1,16";"-2,148"
"19475";"letka";"3";"1,595";"1,159";"-2,148"
"19476";"buddhismus";"3";"1,595";"1,159";"-2,148"
"19477";"směnárna";"3";"1,594";"1,158";"-2,148"
"19478";"podnebí";"3";"1,593";"1,158";"-2,148"
"19479";"Lech";"3";"1,593";"1,158";"-2,148"
"19480";"rozvodný";"3";"1,593";"1,158";"-2,148"
"19481";"vypnutý";"3";"1,59";"1,157";"-2,148"
"19482";"výčep";"3";"1,59";"1,157";"-2,148"
"19483";"urovnat";"3";"1,59";"1,157";"-2,148"
"19484";"Vízek";"3";"1,589";"1,156";"-2,148"
"19485";"pokrokový";"3";"1,589";"1,156";"-2,148"
"19486";"sója";"3";"1,587";"1,155";"-2,148"
"19487";"házení";"3";"1,586";"1,155";"-2,148"
"19488";"Jadran";"3";"1,585";"1,155";"-2,148"
"19489";"Athéna";"3";"1,583";"1,154";"-2,148"
"19490";"apoštol";"3";"1,582";"1,154";"-2,148"
"19491";"apel";"3";"1,582";"1,153";"-2,148"
"19492";"vrtule";"3";"1,58";"1,153";"-2,148"
"19493";"obstrukce";"3";"1,58";"1,153";"-2,148"
"19494";"Combi";"3";"1,58";"1,153";"-2,148"
"19495";"washingtonský";"3";"1,579";"1,152";"-2,148"
"19496";"dorůst";"3";"1,577";"1,152";"-2,148"
"19497";"hodnotový";"3";"1,573";"1,15";"-2,148"
"19498";"Lennon";"3";"1,573";"1,15";"-2,148"
"19499";"zakrátko";"3";"1,572";"1,149";"-2,148"
"19500";"technologicky";"3";"1,571";"1,149";"-2,148"
"19501";"situovaný";"3";"1,571";"1,149";"-2,148"
"19502";"závoj";"3";"1,563";"1,146";"-2,149"
"19503";"Sparťan";"3";"1,562";"1,145";"-2,149"
"19504";"Faltýnek";"3";"1,561";"1,145";"-2,149"
"19505";"kaz";"3";"1,56";"1,145";"-2,149"
"19506";"písmenko";"3";"1,559";"1,144";"-2,149"
"19507";"vymést";"3";"1,558";"1,144";"-2,149"
"19508";"bujný";"3";"1,554";"1,142";"-2,149"
"19509";"spolykat";"3";"1,553";"1,142";"-2,149"
"19510";"zrychlený";"3";"1,552";"1,141";"-2,149"
"19511";"výkladní";"3";"1,552";"1,141";"-2,149"
"19512";"nukleární";"3";"1,552";"1,141";"-2,149"
"19513";"jedenatřicetiletý";"3";"1,549";"1,14";"-2,149"
"19514";"kurýr";"3";"1,548";"1,14";"-2,149"
"19515";"ř";"3";"1,548";"1,14";"-2,149"
"19516";"povoz";"3";"1,546";"1,139";"-2,149"
"19517";"TPCA";"3";"1,545";"1,139";"-2,149"
"19518";"Viola";"3";"1,545";"1,139";"-2,149"
"19519";"Březí";"3";"1,545";"1,138";"-2,149"
"19520";"Dejdar";"3";"1,545";"1,138";"-2,149"
"19521";"žlab";"3";"1,543";"1,138";"-2,149"
"19522";"hladovka";"3";"1,542";"1,137";"-2,149"
"19523";"Claudie";"3";"1,541";"1,137";"-2,149"
"19524";"protéza";"3";"1,54";"1,137";"-2,149"
"19525";"realista";"3";"1,539";"1,136";"-2,149"
"19526";"11,5";"3";"1,537";"1,135";"-2,15"
"19527";"nárokovat";"3";"1,537";"1,135";"-2,15"
"19528";"řezaný";"3";"1,533";"1,134";"-2,15"
"19529";"Čapkův";"3";"1,532";"1,133";"-2,15"
"19530";"Litice";"3";"1,532";"1,133";"-2,15"
"19531";"jablíčko";"3";"1,527";"1,131";"-2,15"
"19532";"Subaru";"3";"1,527";"1,131";"-2,15"
"19533";"visegrádský";"3";"1,527";"1,131";"-2,15"
"19534";"masokombinát";"3";"1,526";"1,131";"-2,15"
"19535";"Wood";"3";"1,525";"1,13";"-2,15"
"19536";"kazatel";"3";"1,523";"1,129";"-2,15"
"19537";"Poštulka";"3";"1,522";"1,129";"-2,15"
"19538";"256";"3";"1,522";"1,129";"-2,15"
"19539";"Jirásková";"3";"1,52";"1,128";"-2,15"
"19540";"povzdychnout";"3";"1,517";"1,127";"-2,15"
"19541";"klientský";"3";"1,515";"1,126";"-2,15"
"19542";"Samec";"3";"1,515";"1,126";"-2,15"
"19543";"sedmatřicet";"3";"1,514";"1,126";"-2,15"
"19544";"Bobošíková";"3";"1,512";"1,125";"-2,15"
"19545";"Santiago";"3";"1,511";"1,124";"-2,15"
"19546";"vlečka";"3";"1,51";"1,124";"-2,15"
"19547";"kabriolet";"3";"1,509";"1,124";"-2,15"
"19548";"Pablo";"3";"1,509";"1,123";"-2,15"
"19549";"pálka";"3";"1,503";"1,121";"-2,151"
"19550";"angažovanost";"3";"1,503";"1,121";"-2,151"
"19551";"prachový";"3";"1,499";"1,119";"-2,151"
"19552";"Me";"3";"1,497";"1,118";"-2,151"
"19553";"provinit";"3";"1,496";"1,118";"-2,151"
"19554";"texaský";"3";"1,496";"1,118";"-2,151"
"19555";"Loprais";"3";"1,496";"1,118";"-2,151"
"19556";"jirkovský";"3";"1,494";"1,117";"-2,151"
"19557";"Parkanová";"3";"1,493";"1,117";"-2,151"
"19558";"Jevgenij";"3";"1,493";"1,117";"-2,151"
"19559";"5,2";"3";"1,491";"1,116";"-2,151"
"19560";"přiblížení";"3";"1,491";"1,116";"-2,151"
"19561";"Florencie";"3";"1,487";"1,114";"-2,151"
"19562";"178";"3";"1,485";"1,113";"-2,151"
"19563";"namáhat";"3";"1,48";"1,111";"-2,151"
"19564";"třiapadesátiletý";"3";"1,476";"1,109";"-2,152"
"19565";"pionýrský";"3";"1,475";"1,109";"-2,152"
"19566";"hlíza";"3";"1,473";"1,108";"-2,152"
"19567";"hradiště";"3";"1,473";"1,108";"-2,152"
"19568";"nastříkat";"3";"1,473";"1,108";"-2,152"
"19569";"parkur";"3";"1,472";"1,108";"-2,152"
"19570";"Zátopek";"3";"1,471";"1,107";"-2,152"
"19571";"ó";"3";"1,468";"1,106";"-2,152"
"19572";"přetížení";"3";"1,463";"1,104";"-2,152"
"19573";"Ed";"3";"1,463";"1,104";"-2,152"
"19574";"redakčně";"3";"1,46";"1,103";"-2,152"
"19575";"přidělování";"3";"1,46";"1,102";"-2,152"
"19576";"pyžamo";"3";"1,459";"1,102";"-2,152"
"19577";"Faust";"3";"1,459";"1,102";"-2,152"
"19578";"sestřenice";"3";"1,457";"1,101";"-2,152"
"19579";"blahodárný";"3";"1,456";"1,101";"-2,152"
"19580";"konzulát";"3";"1,452";"1,099";"-2,152"
"19581";"Saturn";"3";"1,452";"1,099";"-2,152"
"19582";"Cambridge";"3";"1,449";"1,098";"-2,153"
"19583";"sudetoněmecký";"3";"1,448";"1,097";"-2,153"
"19584";"síra";"3";"1,446";"1,096";"-2,153"
"19585";"Velenice";"3";"1,443";"1,095";"-2,153"
"19586";"Norbert";"3";"1,441";"1,094";"-2,153"
"19587";"územní";"5";"-2,136";"-7,594";"-2,153"
"19588";"oplodnění";"3";"1,439";"1,093";"-2,153"
"19589";"142";"3";"1,439";"1,093";"-2,153"
"19590";"nepochopení";"3";"1,435";"1,091";"-2,153"
"19591";"metrový";"3";"1,434";"1,091";"-2,153"
"19592";"chlor";"3";"1,433";"1,091";"-2,153"
"19593";"prozaický";"3";"1,431";"1,09";"-2,153"
"19594";"nalevo";"3";"1,431";"1,09";"-2,153"
"19595";"natěšený";"3";"1,43";"1,089";"-2,153"
"19596";"zrakový";"3";"1,429";"1,089";"-2,153"
"19597";"konstantní";"3";"1,429";"1,089";"-2,153"
"19598";"365";"3";"1,429";"1,089";"-2,153"
"19599";"zavření";"3";"1,428";"1,089";"-2,153"
"19600";"Tománek";"3";"1,428";"1,089";"-2,153"
"19601";"lihovar";"3";"1,428";"1,088";"-2,153"
"19602";"soustavný";"3";"1,425";"1,087";"-2,153"
"19603";"vizuálně";"3";"1,423";"1,086";"-2,153"
"19604";"Válková";"3";"1,423";"1,086";"-2,153"
"19605";"silák";"3";"1,419";"1,084";"-2,154"
"19606";"obratný";"3";"1,418";"1,084";"-2,154"
"19607";"čich";"3";"1,418";"1,084";"-2,154"
"19608";"hledač";"3";"1,415";"1,082";"-2,154"
"19609";"mikrovlnný";"3";"1,414";"1,082";"-2,154"
"19610";"věšet";"3";"1,413";"1,082";"-2,154"
"19611";"Haškův";"3";"1,413";"1,082";"-2,154"
"19612";"MP";"3";"1,412";"1,081";"-2,154"
"19613";"Ghana";"3";"1,41";"1,08";"-2,154"
"19614";"Němčí";"3";"1,409";"1,08";"-2,154"
"19615";"hrdinství";"3";"1,408";"1,079";"-2,154"
"19616";"dovozní";"3";"1,408";"1,079";"-2,154"
"19617";"pokojný";"3";"1,405";"1,078";"-2,154"
"19618";"Rotterdam";"3";"1,404";"1,078";"-2,154"
"19619";"toulat";"3";"1,403";"1,077";"-2,154"
"19620";"radiokomunikace";"3";"1,403";"1,077";"-2,154"
"19621";"Ježková";"3";"1,402";"1,077";"-2,154"
"19622";"Jolana";"3";"1,402";"1,077";"-2,154"
"19623";"plácat";"3";"1,402";"1,076";"-2,154"
"19624";"Schuster";"3";"1,401";"1,076";"-2,154"
"19625";"jímka";"3";"1,401";"1,076";"-2,154"
"19626";"jesličky";"3";"1,401";"1,076";"-2,154"
"19627";"3,1";"3";"1,399";"1,075";"-2,154"
"19628";"destrukce";"3";"1,399";"1,075";"-2,154"
"19629";"Cibulka";"3";"1,396";"1,074";"-2,154"
"19630";"Chabařovice";"3";"1,393";"1,072";"-2,155"
"19631";"Fučík";"3";"1,393";"1,072";"-2,155"
"19632";"oslnivý";"3";"1,392";"1,072";"-2,155"
"19633";"hecovat";"3";"1,391";"1,072";"-2,155"
"19634";"Hostouň";"3";"1,39";"1,071";"-2,155"
"19635";"rozprava";"3";"1,39";"1,071";"-2,155"
"19636";"objevení";"3";"1,388";"1,07";"-2,155"
"19637";"semifinále";"5";"-2,141";"-7,625";"-2,155"
"19638";"termínovaný";"3";"1,386";"1,07";"-2,155"
"19639";"deklarovaný";"3";"1,386";"1,069";"-2,155"
"19640";"knihkupec";"3";"1,385";"1,069";"-2,155"
"19641";"junák";"3";"1,383";"1,068";"-2,155"
"19642";"vjem";"3";"1,383";"1,068";"-2,155"
"19643";"Zatloukal";"3";"1,382";"1,068";"-2,155"
"19644";"hořlavý";"3";"1,382";"1,068";"-2,155"
"19645";"Heinrich";"3";"1,382";"1,067";"-2,155"
"19646";"zvídavý";"3";"1,382";"1,067";"-2,155"
"19647";"Menšík";"3";"1,379";"1,066";"-2,155"
"19648";"pohnutý";"3";"1,377";"1,065";"-2,155"
"19649";"peugeot";"3";"1,376";"1,065";"-2,155"
"19650";"akvarel";"3";"1,376";"1,065";"-2,155"
"19651";"ďábelský";"3";"1,373";"1,064";"-2,155"
"19652";"Theodor";"3";"1,372";"1,063";"-2,155"
"19653";"zamést";"3";"1,37";"1,062";"-2,155"
"19654";"elektrikář";"3";"1,368";"1,061";"-2,155"
"19655";"čtrnáctidenní";"3";"1,368";"1,061";"-2,155"
"19656";"límec";"3";"1,364";"1,059";"-2,156"
"19657";"mírnit";"3";"1,363";"1,059";"-2,156"
"19658";"velkoobchod";"3";"1,362";"1,058";"-2,156"
"19659";"rekultivace";"3";"1,361";"1,058";"-2,156"
"19660";"vrtat";"3";"1,359";"1,057";"-2,156"
"19661";"nebezpečný";"3";"1,359";"1,057";"-2,156"
"19662";"troška";"3";"1,358";"1,057";"-2,156"
"19663";"proměnný";"3";"1,358";"1,056";"-2,156"
"19664";"Austria";"3";"1,352";"1,053";"-2,156"
"19665";"zasluhovat";"3";"1,352";"1,053";"-2,156"
"19666";"vegetační";"3";"1,351";"1,053";"-2,156"
"19667";"Passat";"3";"1,35";"1,053";"-2,156"
"19668";"Karas";"3";"1,35";"1,052";"-2,156"
"19669";"zástavní";"3";"1,35";"1,052";"-2,156"
"19670";"mušle";"3";"1,345";"1,05";"-2,156"
"19671";"překážkový";"3";"1,343";"1,049";"-2,156"
"19672";"pozměněný";"3";"1,342";"1,049";"-2,156"
"19673";"Půta";"3";"1,342";"1,049";"-2,156"
"19674";"podivit";"3";"1,342";"1,049";"-2,156"
"19675";"napřesrok";"3";"1,342";"1,049";"-2,156"
"19676";"Haiti";"3";"1,339";"1,047";"-2,157"
"19677";"postřehnout";"3";"1,338";"1,047";"-2,157"
"19678";"vynesení";"3";"1,337";"1,047";"-2,157"
"19679";"základka";"3";"1,336";"1,046";"-2,157"
"19680";"tajuplný";"3";"1,334";"1,045";"-2,157"
"19681";"Smolík";"3";"1,334";"1,045";"-2,157"
"19682";"Filipíny";"3";"1,333";"1,045";"-2,157"
"19683";"napravo";"3";"1,33";"1,043";"-2,157"
"19684";"kvartet";"3";"1,33";"1,043";"-2,157"
"19685";"utopie";"3";"1,329";"1,043";"-2,157"
"19686";"loterijní";"3";"1,327";"1,042";"-2,157"
"19687";"Morris";"3";"1,327";"1,042";"-2,157"
"19688";"Kristův";"3";"1,327";"1,042";"-2,157"
"19689";"en";"3";"1,327";"1,042";"-2,157"
"19690";"pekáč";"3";"1,327";"1,041";"-2,157"
"19691";"autogram";"3";"1,325";"1,041";"-2,157"
"19692";"oddávat";"3";"1,323";"1,04";"-2,157"
"19693";"meziválečný";"3";"1,322";"1,039";"-2,157"
"19694";"nečinnost";"3";"1,32";"1,038";"-2,157"
"19695";"vypouštění";"3";"1,318";"1,037";"-2,157"
"19696";"540";"3";"1,318";"1,037";"-2,157"
"19697";"Damašek";"3";"1,316";"1,036";"-2,157"
"19698";"zatčený";"3";"1,314";"1,036";"-2,157"
"19699";"kalibr";"3";"1,314";"1,035";"-2,157"
"19700";"znaménko";"3";"1,314";"1,035";"-2,158"
"19701";"sakrální";"3";"1,314";"1,035";"-2,158"
"19702";"A4";"3";"1,313";"1,035";"-2,158"
"19703";"smluvně";"3";"1,31";"1,034";"-2,158"
"19704";"utlumit";"3";"1,307";"1,032";"-2,158"
"19705";"Fryšták";"3";"1,306";"1,031";"-2,158"
"19706";"dějinný";"3";"1,303";"1,03";"-2,158"
"19707";"jdoucí";"3";"1,303";"1,03";"-2,158"
"19708";"devětadvacet";"3";"1,302";"1,03";"-2,158"
"19709";"roztrhat";"3";"1,302";"1,029";"-2,158"
"19710";"dvoutýdenní";"3";"1,301";"1,029";"-2,158"
"19711";"krvácet";"3";"1,298";"1,027";"-2,158"
"19712";"líšeň";"3";"1,297";"1,027";"-2,158"
"19713";"Plumlov";"3";"1,293";"1,025";"-2,158"
"19714";"Gorbačov";"3";"1,292";"1,025";"-2,158"
"19715";"Medek";"3";"1,292";"1,025";"-2,158"
"19716";"několikátý";"3";"1,291";"1,024";"-2,158"
"19717";"vyrábějící";"3";"1,291";"1,024";"-2,158"
"19718";"bytovka";"3";"1,29";"1,024";"-2,158"
"19719";"kormidlo";"3";"1,29";"1,024";"-2,158"
"19720";"erotika";"3";"1,29";"1,024";"-2,158"
"19721";"eventuální";"3";"1,289";"1,023";"-2,158"
"19722";"stotisícový";"3";"1,289";"1,023";"-2,158"
"19723";"pesticid";"3";"1,289";"1,023";"-2,158"
"19724";"Woods";"3";"1,288";"1,023";"-2,158"
"19725";"sjezdař";"3";"1,287";"1,022";"-2,159"
"19726";"jednatelka";"3";"1,284";"1,021";"-2,159"
"19727";"sanita";"3";"1,284";"1,021";"-2,159"
"19728";"samolepka";"3";"1,283";"1,02";"-2,159"
"19729";"aktivace";"3";"1,283";"1,02";"-2,159"
"19730";"trpký";"3";"1,283";"1,02";"-2,159"
"19731";"mostek";"3";"1,279";"1,018";"-2,159"
"19732";"Minnesota";"3";"1,279";"1,018";"-2,159"
"19733";"mystický";"3";"1,279";"1,018";"-2,159"
"19734";"Viewegh";"3";"1,277";"1,017";"-2,159"
"19735";"žalář";"3";"1,276";"1,017";"-2,159"
"19736";"Nikolaj";"3";"1,275";"1,016";"-2,159"
"19737";"slábnout";"3";"1,275";"1,016";"-2,159"
"19738";"pointa";"3";"1,273";"1,015";"-2,159"
"19739";"Karin";"3";"1,271";"1,014";"-2,159"
"19740";"Havaj";"3";"1,271";"1,014";"-2,159"
"19741";"slevit";"3";"1,27";"1,014";"-2,159"
"19742";"posedlost";"3";"1,269";"1,013";"-2,159"
"19743";"zatoužit";"3";"1,269";"1,013";"-2,159"
"19744";"trhnout";"3";"1,268";"1,013";"-2,159"
"19745";"matice";"3";"1,267";"1,012";"-2,159"
"19746";"mikroskop";"3";"1,267";"1,012";"-2,159"
"19747";"skořápka";"3";"1,267";"1,012";"-2,159"
"19748";"Vláďa";"3";"1,262";"1,01";"-2,16"
"19749";"náhražka";"3";"1,261";"1,009";"-2,16"
"19750";"diktát";"3";"1,26";"1,009";"-2,16"
"19751";"eutanazie";"3";"1,26";"1,009";"-2,16"
"19752";"postýlka";"3";"1,258";"1,008";"-2,16"
"19753";"Studánka";"3";"1,255";"1,006";"-2,16"
"19754";"vjíždět";"3";"1,254";"1,006";"-2,16"
"19755";"nedávno";"3";"1,254";"1,006";"-2,16"
"19756";"Majer";"3";"1,253";"1,005";"-2,16"
"19757";"kastelánka";"3";"1,252";"1,005";"-2,16"
"19758";"4,3";"3";"1,252";"1,005";"-2,16"
"19759";"dodaný";"3";"1,249";"1,003";"-2,16"
"19760";"Obamův";"3";"1,246";"1,002";"-2,16"
"19761";"hrom";"3";"1,245";"1,001";"-2,16"
"19762";"porno";"3";"1,244";"1,001";"-2,16"
"19763";"vlastněný";"3";"1,244";"1,001";"-2,16"
"19764";"puntík";"3";"1,243";"1";"-2,16"
"19765";"risk";"3";"1,241";"0,999";"-2,16"
"19766";"206";"3";"1,241";"0,999";"-2,16"
"19767";"inflační";"3";"1,24";"0,999";"-2,16"
"19768";"Langr";"3";"1,239";"0,998";"-2,16"
"19769";"Josefov";"3";"1,238";"0,998";"-2,16"
"19770";"vyhlížející";"3";"1,234";"0,996";"-2,161"
"19771";"rolba";"3";"1,234";"0,996";"-2,161"
"19772";"Havana";"3";"1,229";"0,993";"-2,161"
"19773";"No";"3";"1,228";"0,993";"-2,161"
"19774";"kdoví";"3";"1,225";"0,991";"-2,161"
"19775";"malta";"3";"1,223";"0,99";"-2,161"
"19776";"zadostiučinění";"3";"1,222";"0,99";"-2,161"
"19777";"ústraní";"3";"1,222";"0,99";"-2,161"
"19778";"Hoffman";"3";"1,219";"0,988";"-2,161"
"19779";"bouchnout";"3";"1,218";"0,988";"-2,161"
"19780";"Kryl";"3";"1,218";"0,988";"-2,161"
"19781";"podhradí";"3";"1,217";"0,987";"-2,161"
"19782";"přelomový";"3";"1,216";"0,986";"-2,161"
"19783";"názorně";"3";"1,215";"0,986";"-2,161"
"19784";"zátoka";"3";"1,213";"0,985";"-2,161"
"19785";"Houston";"3";"1,213";"0,985";"-2,162"
"19786";"kolumbijský";"3";"1,212";"0,984";"-2,162"
"19787";"skvostný";"3";"1,21";"0,984";"-2,162"
"19788";"umělecky";"3";"1,208";"0,983";"-2,162"
"19789";"Gates";"3";"1,208";"0,982";"-2,162"
"19790";"matematik";"3";"1,207";"0,982";"-2,162"
"19791";"skandovat";"3";"1,207";"0,982";"-2,162"
"19792";"prožitý";"3";"1,207";"0,982";"-2,162"
"19793";"sytý";"3";"1,206";"0,981";"-2,162"
"19794";"Jonathan";"3";"1,202";"0,979";"-2,162"
"19795";"Kocáb";"3";"1,201";"0,979";"-2,162"
"19796";"porcelánový";"3";"1,201";"0,979";"-2,162"
"19797";"oblékání";"3";"1,201";"0,979";"-2,162"
"19798";"křestní";"3";"1,2";"0,978";"-2,162"
"19799";"AG";"3";"1,198";"0,977";"-2,162"
"19800";"přelet";"3";"1,195";"0,975";"-2,162"
"19801";"168";"3";"1,194";"0,975";"-2,162"
"19802";"odmítavý";"3";"1,194";"0,975";"-2,162"
"19803";"procházející";"3";"1,193";"0,975";"-2,162"
"19804";"Ernest";"3";"1,193";"0,974";"-2,162"
"19805";"Agency";"3";"1,191";"0,974";"-2,162"
"19806";"zachovaný";"3";"1,185";"0,97";"-2,163"
"19807";"zenit";"3";"1,183";"0,969";"-2,163"
"19808";"pozůstalost";"3";"1,183";"0,969";"-2,163"
"19809";"organizačně";"3";"1,181";"0,968";"-2,163"
"19810";"Lubina";"3";"1,181";"0,968";"-2,163"
"19811";"zlost";"3";"1,177";"0,966";"-2,163"
"19812";"frýdlantský";"3";"1,177";"0,966";"-2,163"
"19813";"Glen";"3";"1,176";"0,966";"-2,163"
"19814";"Bohnice";"3";"1,173";"0,964";"-2,163"
"19815";"drůbeží";"3";"1,173";"0,964";"-2,163"
"19816";"Kaplan";"3";"1,168";"0,961";"-2,163"
"19817";"podiv";"3";"1,167";"0,961";"-2,163"
"19818";"Picasso";"3";"1,166";"0,96";"-2,163"
"19819";"Kubeš";"3";"1,164";"0,959";"-2,164"
"19820";"insolvence";"3";"1,162";"0,958";"-2,164"
"19821";"zručný";"3";"1,161";"0,958";"-2,164"
"19822";"poskytující";"3";"1,157";"0,956";"-2,164"
"19823";"beznaděj";"3";"1,157";"0,955";"-2,164"
"19824";"napravovat";"3";"1,153";"0,953";"-2,164"
"19825";"tep";"3";"1,152";"0,953";"-2,164"
"19826";"cukrář";"3";"1,151";"0,952";"-2,164"
"19827";"Valerie";"3";"1,151";"0,952";"-2,164"
"19828";"písemnost";"3";"1,151";"0,952";"-2,164"
"19829";"lehátko";"3";"1,15";"0,952";"-2,164"
"19830";"Braun";"3";"1,148";"0,951";"-2,164"
"19831";"stavit";"3";"1,148";"0,951";"-2,164"
"19832";"bezpočet";"3";"1,147";"0,95";"-2,164"
"19833";"konzole";"3";"1,146";"0,949";"-2,164"
"19834";"radostně";"3";"1,143";"0,948";"-2,164"
"19835";"Šebesta";"3";"1,141";"0,947";"-2,165"
"19836";"dlouhotrvající";"3";"1,141";"0,946";"-2,165"
"19837";"cedulka";"3";"1,14";"0,946";"-2,165"
"19838";"najímat";"3";"1,138";"0,945";"-2,165"
"19839";"KDUČSL";"3";"1,136";"0,944";"-2,165"
"19840";"inzulin";"3";"1,135";"0,944";"-2,165"
"19841";"vycestovat";"3";"1,135";"0,943";"-2,165"
"19842";"brilantní";"3";"1,131";"0,941";"-2,165"
"19843";"devítka";"3";"1,13";"0,941";"-2,165"
"19844";"deformace";"3";"1,13";"0,941";"-2,165"
"19845";"nahrávání";"3";"1,129";"0,94";"-2,165"
"19846";"vytrvalostní";"3";"1,127";"0,939";"-2,165"
"19847";"hm";"3";"1,126";"0,939";"-2,165"
"19848";"Bělohrad";"3";"1,126";"0,938";"-2,165"
"19849";"1917";"3";"1,123";"0,937";"-2,165"
"19850";"Houdek";"3";"1,123";"0,937";"-2,165"
"19851";"potápění";"3";"1,122";"0,936";"-2,165"
"19852";"Okříšky";"3";"1,119";"0,934";"-2,166"
