id;lemma;Freq;MI;T-score;logDice;POS;VNP?
15951;přejíždět;4;1,622;1,35;-1,747;;
15952;vnutit;4;1,619;1,349;-1,747;V;
15953;André;4;1,614;1,347;-1,747;N;
15954;improvizovat;4;1,611;1,345;-1,747;V;
15955;chaotický;4;1,61;1,345;-1,747;A;
15956;Starý;4;1,609;1,344;-1,747;;
15957;Bartoška;4;1,608;1,344;-1,747;;
15958;námořnictvo;4;1,604;1,342;-1,747;N;
15959;ovlivněný;4;1,603;1,342;-1,747;A;
15960;Slovenka;4;1,597;1,339;-1,748;;
15961;vroucí;4;1,595;1,338;-1,748;A;
15962;indikátor;4;1,59;1,336;-1,748;N;
15963;Srí;4;1,587;1,334;-1,748;F;
15964;niva;4;1,586;1,334;-1,748;;
15965;Broadway;4;1,583;1,333;-1,748;;
15966;adaptovat;4;1,582;1,332;-1,748;;
15967;Slovinec;4;1,579;1,33;-1,749;N;
15968;dieselový;4;1,578;1,33;-1,749;A;
15969;trampolína;4;1,578;1,33;-1,749;;
15970;Usáma;4;1,577;1,33;-1,749;N;
15971;HR;4;1,576;1,329;-1,749;;
15972;komplexně;4;1,574;1,328;-1,749;;
15973;Maier;4;1,573;1,328;-1,749;N;
15974;vyhánět;4;1,572;1,327;-1,749;V;
15975;vchodový;4;1,569;1,326;-1,749;;
15976;slevový;4;1,567;1,325;-1,749;A;
15977;promyslet;4;1,566;1,325;-1,749;V;
15978;luk;4;1,565;1,324;-1,749;N;
15979;Adriana;4;1,564;1,324;-1,749;N;
15980;124;4;1,558;1,321;-1,749;;
15981;205;4;1,557;1,32;-1,749;;
15982;napájení;4;1,554;1,319;-1,75;;
15983;Křetínský;4;1,554;1,319;-1,75;;
15984;předepisovat;4;1,553;1,318;-1,75;V;
15985;Skalka;4;1,549;1,317;-1,75;;
15986;310;4;1,548;1,316;-1,75;C;
15987;oslovení;4;1,545;1,314;-1,75;N;
15988;přihlášení;4;1,544;1,314;-1,75;N;
15989;Leona;4;1,538;1,311;-1,75;N;
15990;Haas;4;1,537;1,311;-1,75;N;
15991;Bohumír;4;1,537;1,311;-1,75;N;
15992;Jeníkov;4;1,535;1,31;-1,75;;
15993;spěch;4;1,535;1,31;-1,75;N;
15994;Mirošov;4;1,532;1,308;-1,751;;
15995;houževnatý;4;1,531;1,308;-1,751;A;
15996;Coufal;4;1,53;1,308;-1,751;;
15997;tukový;4;1,529;1,307;-1,751;;
15998;odstavný;4;1,527;1,306;-1,751;;
15999;znepokojovat;4;1,522;1,304;-1,751;V;
16000;Černík;4;1,522;1,304;-1,751;;
16001;skladiště;4;1,522;1,304;-1,751;;
16002;odstranění;5;-0,895;-1,921;-1,751;N;
16003;460;4;1,52;1,302;-1,751;;
16004;British;4;1,519;1,302;-1,751;;
16005;olovo;4;1,518;1,302;-1,751;;
16006;upírat;4;1,517;1,301;-1,751;V;
16007;Čechmánek;4;1,515;1,3;-1,751;;
16008;extraligový;6;-1,52;-4,575;-1,751;A;
16009;Fuksa;4;1,513;1,299;-1,751;N;
16010;spartak;5;-0,896;-1,926;-1,751;N;
16011;zákulisní;4;1,51;1,298;-1,752;A;
16012;vyzdvihovat;4;1,505;1,295;-1,752;V;
16013;195;4;1,497;1,291;-1,752;;
16014;věznit;4;1,495;1,29;-1,752;V;
16015;Taylor;4;1,494;1,29;-1,752;N;
16016;zařvat;4;1,493;1,289;-1,752;;
16017;GM;4;1,488;1,287;-1,752;;
16018;Nela;4;1,483;1,284;-1,753;N;
16019;vzdělanost;4;1,482;1,284;-1,753;N;
16020;majetkový;5;-0,903;-1,944;-1,753;A;
16021;přetrvávající;4;1,477;1,282;-1,753;A;
16022;Arnold;4;1,473;1,28;-1,753;N;
16023;čtvrtstoletí;4;1,473;1,28;-1,753;N;
16024;latina;4;1,471;1,279;-1,753;N;
16025;trojrozměrný;4;1,468;1,277;-1,753;A;
16026;zrychlovat;4;1,468;1,277;-1,753;;
16027;kojení;4;1,461;1,274;-1,754;N;
16028;injekční;4;1,46;1,273;-1,754;A;
16029;uklidnění;4;1,458;1,272;-1,754;;
16030;132;4;1,457;1,272;-1,754;;
16031;cennost;4;1,457;1,272;-1,754;;
16032;poněkolikáté;4;1,456;1,271;-1,754;C;
16033;činovník;4;1,456;1,271;-1,754;N;
16034;teniska;4;1,452;1,269;-1,754;N;
16035;hluchý;4;1,45;1,268;-1,754;;
16036;evidovat;5;-0,908;-1,96;-1,754;V;
16037;pózovat;4;1,446;1,266;-1,754;V;
16038;prosperující;4;1,44;1,263;-1,755;A;
16039;pašerák;4;1,436;1,261;-1,755;N;
16040;likvidační;4;1,435;1,26;-1,755;A;
16041;vyhřívaný;4;1,434;1,26;-1,755;;
16042;trávicí;4;1,434;1,26;-1,755;;
16043;pískovec;4;1,43;1,258;-1,755;;
16044;Kurt;4;1,428;1,257;-1,755;N;
16045;rozběh;4;1,427;1,256;-1,755;;
16046;mýto;4;1,425;1,255;-1,755;;
16047;dožívat;4;1,424;1,255;-1,755;V;
16048;ÚV;4;1,424;1,254;-1,755;B;
16049;jedenatřicet;4;1,423;1,254;-1,756;;
16050;usuzovat;4;1,421;1,253;-1,756;V;
16051;vykupovat;4;1,412;1,249;-1,756;V;
16052;Haag;4;1,412;1,248;-1,756;;
16053;spolujezdkyně;4;1,411;1,248;-1,756;;
16054;karcinom;4;1,406;1,245;-1,756;;
16055;pronásledovatel;4;1,405;1,245;-1,756;N;
16056;pospíchat;4;1,403;1,244;-1,756;;
16057;honosný;4;1,402;1,243;-1,756;A;
16058;Jandová;4;1,402;1,243;-1,757;;
16059;stravenka;4;1,399;1,242;-1,757;;
16060;Švarc;4;1,399;1,242;-1,757;;
16061;1922;4;1,394;1,239;-1,757;C;
16062;celoevropský;4;1,394;1,239;-1,757;A;
16063;cyklistka;4;1,393;1,238;-1,757;;
16064;Pentagon;4;1,393;1,238;-1,757;N;
16065;Menzel;4;1,392;1,238;-1,757;N;
16066;Shakespearův;4;1,391;1,237;-1,757;A;
16067;utvářet;4;1,387;1,235;-1,757;V;
16068;virtuos;4;1,387;1,235;-1,757;N;
16069;stehenní;4;1,387;1,235;-1,757;;
16070;zřetel;4;1,386;1,235;-1,757;N;
16071;dovezený;4;1,382;1,233;-1,757;;
16072;Hubert;4;1,381;1,232;-1,757;N;
16073;privatizovat;4;1,381;1,232;-1,758;V;
16074;přikázat;4;1,381;1,232;-1,758;V;
16075;prostata;4;1,38;1,232;-1,758;;
16076;svědkyně;4;1,38;1,231;-1,758;;
16077;dobývání;4;1,379;1,231;-1,758;;
16078;Lom;4;1,379;1,231;-1,758;;
16079;Smart;4;1,378;1,231;-1,758;N;
16080;skladba;7;-1,857;-6,936;-1,758;N;
16081;vlaštovka;4;1,373;1,228;-1,758;;
16082;slýchat;4;1,372;1,227;-1,758;V;
16083;Kaiser;4;1,368;1,225;-1,758;N;
16084;pestrobarevný;4;1,368;1,225;-1,758;;
16085;Alonso;4;1,367;1,225;-1,758;N;
16086;Miloslava;4;1,366;1,224;-1,758;;
16087;cpát;4;1,365;1,224;-1,758;V;
16088;TU;4;1,365;1,224;-1,758;;
16089;Heřmanice;4;1,363;1,222;-1,758;;
16090;rovinka;4;1,36;1,221;-1,759;;
16091;strašák;4;1,359;1,221;-1,759;;
16092;trestně;4;1,359;1,22;-1,759;D;
16093;nevolnost;4;1,358;1,22;-1,759;N;
16094;Augustin;4;1,357;1,219;-1,759;;
16095;potit;4;1,357;1,219;-1,759;;
16096;chemoterapie;4;1,352;1,216;-1,759;;
16097;Pospíšilová;4;1,35;1,215;-1,759;;
16098;Neapol;4;1,348;1,214;-1,759;N;
16099;fotovoltaický;4;1,347;1,214;-1,759;A;
16100;Focus;4;1,339;1,209;-1,76;;
16101;brankoviště;4;1,337;1,208;-1,76;;
16102;out;4;1,335;1,207;-1,76;;
16103;Kubát;4;1,331;1,205;-1,76;N;
16104;Die;4;1,323;1,201;-1,76;F;
16105;Boček;4;1,321;1,199;-1,76;;
16106;Bílovice;4;1,318;1,198;-1,761;;
16107;Fernand;4;1,315;1,196;-1,761;N;
16108;pivnice;4;1,315;1,196;-1,761;N;
16109;oběžný;4;1,315;1,196;-1,761;;
16110;nešvar;4;1,311;1,194;-1,761;N;
16111;zdánlivý;4;1,308;1,193;-1,761;A;
16112;restaurační;4;1,307;1,191;-1,761;;
16113;Matějovský;4;1,306;1,191;-1,761;;
16114;enzym;4;1,305;1,19;-1,761;;
16115;časně;4;1,304;1,19;-1,761;;
16116;Globus;4;1,301;1,188;-1,761;N;
16117;zpřístupnění;4;1,298;1,186;-1,762;N;
16118;Prachař;4;1,297;1,186;-1,762;;
16119;Kristina;4;1,293;1,184;-1,762;N;
16120;National;4;1,293;1,184;-1,762;F;
16121;přenosový;4;1,292;1,183;-1,762;A;
16122;Hill;4;1,289;1,182;-1,762;N;
16123;parodie;4;1,289;1,181;-1,762;N;
16124;IBM;4;1,283;1,178;-1,762;B;
16125;žasnout;4;1,281;1,177;-1,762;V;
16126;rázný;4;1,277;1,175;-1,763;A;
16127;vinárna;4;1,276;1,174;-1,763;;
16128;financovat;5;-0,944;-2,065;-1,763;;
16129;trhový;4;1,275;1,174;-1,763;;
16130;formalita;4;1,275;1,173;-1,763;;
16131;ponechávat;4;1,274;1,173;-1,763;V;
16132;ironický;4;1,272;1,172;-1,763;A;
16133;předválečný;4;1,265;1,168;-1,763;A;
16134;výrobna;4;1,264;1,168;-1,763;;
16135;Hitlerův;4;1,262;1,166;-1,763;A;
16136;hlučnost;4;1,261;1,166;-1,764;;
16137;Rousínov;4;1,258;1,164;-1,764;;
16138;vyznačený;4;1,257;1,163;-1,764;A;
16139;řečník;4;1,252;1,16;-1,764;N;
16140;Bukurešť;4;1,25;1,159;-1,764;N;
16141;felicie;4;1,248;1,158;-1,764;;
16142;spiknutí;4;1,242;1,155;-1,765;N;
16143;kytara;5;-0,952;-2,089;-1,765;N;
16144;běžící;4;1,232;1,149;-1,765;;
16145;metafora;4;1,231;1,148;-1,765;N;
16146;Buzková;4;1,225;1,144;-1,765;N;
16147;1926;4;1,225;1,144;-1,765;;
16148;pomstít;4;1,223;1,143;-1,766;V;
16149;útes;4;1,222;1,142;-1,766;;
16150;Chlum;4;1,221;1,142;-1,766;;
16151;pohostinství;4;1,221;1,142;-1,766;N;
16152;Mlynář;4;1,217;1,14;-1,766;N;
16153;Jordan;4;1,216;1,139;-1,766;;
16154;válčit;4;1,216;1,139;-1,766;V;
16155;rozvor;4;1,215;1,138;-1,766;N;
16156;metabolismus;4;1,214;1,138;-1,766;;
16157;podporující;4;1,21;1,136;-1,766;;
16158;interview;4;1,209;1,135;-1,766;N;
16159;náchylný;4;1,209;1,135;-1,766;A;
16160;prostředník;4;1,207;1,134;-1,766;N;
16161;Krakov;4;1,207;1,134;-1,766;;
16162;Petřík;4;1,206;1,133;-1,766;;
16163;facebook;4;1,205;1,133;-1,766;N;
16164;Ray;4;1,205;1,133;-1,767;N;
16165;přestupkový;4;1,204;1,132;-1,767;;
16166;Morgan;4;1,203;1,131;-1,767;N;
16167;pekelný;4;1,197;1,128;-1,767;;
16168;zakoupený;4;1,197;1,127;-1,767;;
16169;chlouba;4;1,193;1,125;-1,767;N;
16170;dodržení;4;1,193;1,125;-1,767;;
16171;mediálně;4;1,191;1,124;-1,767;D;
16172;Muhammad;4;1,189;1,123;-1,767;N;
16173;figurína;4;1,188;1,122;-1,767;;
16174;kartáček;4;1,187;1,122;-1,767;;
16175;konkurenceschopný;4;1,187;1,122;-1,767;;
16176;balíček;5;-0,964;-2,125;-1,768;N;
16177;Drahoš;4;1,185;1,12;-1,768;;
16178;pojednávat;4;1,179;1,117;-1,768;V;
16179;Vojtek;4;1,178;1,116;-1,768;N;
16180;využívající;4;1,177;1,116;-1,768;A;
16181;podprsenka;4;1,172;1,113;-1,768;;
16182;nastavovat;4;1,172;1,112;-1,768;V;
16183;přijímač;4;1,172;1,112;-1,768;;
16184;DS;4;1,171;1,112;-1,768;;
16185;sklepení;4;1,169;1,111;-1,768;;
16186;přemoci;4;1,168;1,11;-1,769;V;
16187;Netolice;4;1,166;1,109;-1,769;;
16188;integrovat;4;1,163;1,107;-1,769;V;
16189;vitrína;4;1,158;1,103;-1,769;N;
16190;Bazaly;4;1,148;1,097;-1,77;N;
16191;skluzavka;4;1,145;1,096;-1,77;;
16192;Šafářová;4;1,144;1,095;-1,77;;
16193;pískoviště;4;1,143;1,094;-1,77;;
16194;Karásek;4;1,142;1,094;-1,77;;
16195;energetik;4;1,137;1,091;-1,77;;
16196;přetížený;4;1,136;1,09;-1,77;A;
16197;ustavující;4;1,126;1,084;-1,771;;
16198;neklid;4;1,125;1,083;-1,771;N;
16199;pohádat;4;1,123;1,082;-1,771;V;
16200;vyjma;4;1,117;1,078;-1,771;R;
16201;přičítat;4;1,116;1,077;-1,772;V;
16202;uchvátit;4;1,113;1,075;-1,772;V;
16203;SOS;4;1,111;1,074;-1,772;B;
16204;geometrický;4;1,11;1,073;-1,772;;
16205;patnáctka;4;1,105;1,07;-1,772;N;
16206;horší;4;1,105;1,07;-1,772;;
16207;osivo;4;1,103;1,069;-1,772;;
16208;Trávníček;4;1,102;1,068;-1,772;N;
16209;Mikeš;4;1,1;1,067;-1,772;N;
16210;bránící;4;1,099;1,066;-1,772;A;
16211;periferie;4;1,098;1,066;-1,773;N;
16212;rafinerie;4;1,094;1,063;-1,773;;
16213;přemýšlení;4;1,093;1,063;-1,773;N;
16214;Maroko;4;1,09;1,06;-1,773;N;
16215;objemný;4;1,09;1,06;-1,773;A;
16216;záložna;4;1,089;1,06;-1,773;N;
16217;radioaktivní;4;1,086;1,058;-1,773;A;
16218;výše;12;-2,461;-15,609;-1,773;N;
16219;souvislý;4;1,086;1,058;-1,773;A;
16220;mučení;4;1,085;1,057;-1,773;;
16221;způsobilý;4;1,083;1,056;-1,773;A;
16222;myšlenkový;4;1,082;1,055;-1,774;A;
16223;odvolaný;4;1,078;1,052;-1,774;A;
16224;Němčice;4;1,073;1,05;-1,774;;
16225;natažený;4;1,07;1,048;-1,774;A;
16226;podnikatelka;4;1,065;1,044;-1,774;N;
16227;diskutovaný;4;1,062;1,042;-1,775;A;
16228;říct;4;1,061;1,041;-1,775;V;
16229;motivovaný;4;1,061;1,041;-1,775;A;
16230;Seat;4;1,061;1,041;-1,775;N;
16231;růstový;4;1,059;1,04;-1,775;;
16232;vsadit;5;-0,994;-2,219;-1,775;V;
16233;Adrian;4;1,053;1,036;-1,775;N;
16234;evidentní;4;1,052;1,035;-1,775;A;
16235;Jaroměřice;4;1,051;1,035;-1,775;N;
16236;Příbor;4;1,049;1,033;-1,775;;
16237;Pokorná;4;1,048;1,033;-1,776;N;
16238;rozplývat;4;1,044;1,03;-1,776;V;
16239;zaspat;4;1,043;1,029;-1,776;;
16240;spása;4;1,042;1,029;-1,776;N;
16241;skleníkový;4;1,041;1,028;-1,776;A;
16242;odpadový;4;1,038;1,026;-1,776;A;
16243;dekorativní;4;1,038;1,026;-1,776;;
16244;soudržnost;4;1,037;1,025;-1,776;;
16245;zuřit;4;1,036;1,025;-1,776;V;
16246;zabydlet;4;1,033;1,022;-1,776;V;
16247;pojišťovací;4;1,031;1,021;-1,777;A;
16248;zakládající;4;1,031;1,021;-1,777;A;
16249;neodmyslitelně;4;1,031;1,021;-1,777;D;
16250;útěcha;4;1,027;1,019;-1,777;N;
16251;rozmach;4;1,023;1,016;-1,777;;
16252;kriminálka;4;1,018;1,012;-1,777;;
16253;prosazování;4;1,016;1,011;-1,777;N;
16254;konzultant;4;1,013;1,009;-1,778;N;
16255;rozestavěný;4;1,012;1,008;-1,778;;
16256;provokace;4;1,012;1,008;-1,778;;
16257;Morávek;4;1,01;1,007;-1,778;N;
16258;oáza;4;1,01;1,007;-1,778;;
16259;Pankrác;4;1,003;1,002;-1,778;;
16260;kulka;4;1,002;1,001;-1,778;;
16261;zaměnitelný;4;1;1;-1,778;;
16262;unavit;4;0,998;0,999;-1,779;V;
16263;Titanik;4;0,998;0,998;-1,779;;
16264;pokraj;4;0,997;0,998;-1,779;N;
16265;předražený;4;0,995;0,997;-1,779;;
16266;hodnotící;4;0,993;0,995;-1,779;A;
16267;dimenze;4;0,992;0,994;-1,779;N;
16268;réva;4;0,99;0,993;-1,779;N;
16269;postávat;4;0,987;0,991;-1,779;;
16270;zkoušení;4;0,986;0,991;-1,779;N;
16271;Landa;4;0,983;0,988;-1,779;N;
16272;199;4;0,98;0,986;-1,78;;
16273;Nohavica;4;0,98;0,986;-1,78;N;
16274;myslitelný;4;0,978;0,985;-1,78;A;
16275;zatopený;4;0,976;0,983;-1,78;;
16276;vyučit;4;0,974;0,982;-1,78;;
16277;Nadal;4;0,973;0,981;-1,78;N;
16278;ČSÚ;4;0,971;0,979;-1,78;;
16279;vtáhnout;4;0,969;0,979;-1,78;V;
16280;nevyhnutelný;4;0,969;0,978;-1,78;A;
16281;duha;4;0,961;0,973;-1,781;N;
16282;vyvracet;4;0,961;0,973;-1,781;V;
16283;vodník;4;0,957;0,969;-1,781;;
16284;pětičlenný;4;0,95;0,965;-1,782;;
16285;Kravaře;4;0,95;0,964;-1,782;N;
16286;vyprodukovat;4;0,947;0,963;-1,782;V;
16287;Herman;4;0,946;0,962;-1,782;N;
16288;Orlickoústecko;4;0,946;0,962;-1,782;;
16289;Letovice;4;0,946;0,962;-1,782;;
16290;Bruntálsko;4;0,942;0,959;-1,782;;
16291;tandem;4;0,942;0,959;-1,782;N;
16292;dostát;4;0,942;0,959;-1,782;V;
16293;Q;4;0,941;0,958;-1,782;B;
16294;proslov;4;0,939;0,957;-1,782;N;
16295;muška;4;0,937;0,956;-1,782;;
16296;udržování;4;0,935;0,954;-1,783;N;
16297;chodidlo;4;0,933;0,952;-1,783;;
16298;zapálený;4;0,93;0,95;-1,783;;
16299;uhradit;5;-1,025;-2,315;-1,783;V;
16300;palma;4;0,929;0,95;-1,783;N;
16301;předminulý;4;0,928;0,949;-1,783;;
16302;Deutsche;4;0,924;0,946;-1,783;F;
16303;komplic;4;0,921;0,944;-1,783;;
16304;aerolinie;4;0,918;0,941;-1,784;;
16305;bezchybný;4;0,916;0,94;-1,784;;
16306;kostelecký;4;0,916;0,94;-1,784;A;
16307;experimentovat;4;0,914;0,938;-1,784;;
16308;smršť;4;0,912;0,937;-1,784;N;
16309;odvětit;4;0,911;0,937;-1,784;V;
16310;římskokatolický;4;0,911;0,936;-1,784;A;
16311;potrat;4;0,91;0,936;-1,784;;
16312;sehraný;4;0,909;0,935;-1,784;A;
16313;klenba;4;0,907;0,933;-1,784;N;
16314;zahradnický;4;0,905;0,932;-1,785;A;
16315;jizva;4;0,905;0,932;-1,785;;
16316;robustní;4;0,904;0,931;-1,785;A;
16317;vodohospodářský;4;0,904;0,931;-1,785;;
16318;Leopold;4;0,903;0,93;-1,785;N;
16319;delta;4;0,902;0,93;-1,785;N;
16320;inovativní;4;0,902;0,93;-1,785;;
16321;vítání;4;0,901;0,929;-1,785;N;
16322;trakt;4;0,899;0,928;-1,785;;
16323;vláček;4;0,899;0,927;-1,785;N;
16324;atlas;4;0,893;0,923;-1,785;;
16325;veletržní;4;0,893;0,923;-1,785;;
16326;bombardování;4;0,892;0,923;-1,785;N;
16327;sběrna;4;0,891;0,922;-1,785;;
16328;Kasal;4;0,89;0,921;-1,786;N;
16329;poděbradský;4;0,887;0,919;-1,786;;
16330;dodavatelský;4;0,886;0,918;-1,786;;
16331;medaile;9;-2,244;-11,211;-1,786;N;
16332;ucítit;4;0,885;0,917;-1,786;V;
16333;Lafata;4;0,884;0,916;-1,786;;
16334;FBI;4;0,88;0,914;-1,786;;
16335;složitě;4;0,877;0,911;-1,786;D;
16336;vymáhání;4;0,877;0,911;-1,786;N;
16337;Voda;4;0,875;0,91;-1,786;N;
16338;labský;4;0,874;0,909;-1,787;A;
16339;zápasový;4;0,873;0,908;-1,787;;
16340;zesílit;4;0,872;0,908;-1,787;V;
16341;Fialová;4;0,87;0,906;-1,787;N;
16342;Terezie;4;0,869;0,905;-1,787;N;
16343;udat;4;0,866;0,903;-1,787;;
16344;kult;4;0,866;0,903;-1,787;N;
16345;Dubaj;4;0,866;0,903;-1,787;;
16346;Libanon;4;0,86;0,898;-1,788;N;
16347;kolejiště;4;0,86;0,898;-1,788;;
16348;Sokol;8;-2,113;-9,411;-1,788;N;
16349;1951;4;0,858;0,897;-1,788;;
16350;vykřiknout;4;0,854;0,893;-1,788;V;
16351;odpolední;5;-1,046;-2,382;-1,788;A;
16352;Kotrba;4;0,845;0,886;-1,789;;
16353;Jesenice;4;0,838;0,881;-1,789;;
16354;Vágner;4;0,838;0,881;-1,789;;
16355;účastnice;4;0,836;0,879;-1,789;;
16356;Šedivý;4;0,833;0,877;-1,789;;
16357;znojemský;5;-1,051;-2,397;-1,789;;
16358;maturant;4;0,833;0,877;-1,789;;
16359;bytí;4;0,831;0,876;-1,79;N;
16360;zbít;4;0,826;0,872;-1,79;V;
16361;zákaznický;4;0,825;0,871;-1,79;;
16362;Sarajevo;4;0,822;0,869;-1,79;;
16363;juniorka;5;-1,054;-2,407;-1,79;;
16364;karate;4;0,82;0,867;-1,79;N;
16365;rozklad;4;0,82;0,867;-1,79;N;
16366;tříčlenný;4;0,819;0,866;-1,79;;
16367;Klement;4;0,816;0,864;-1,791;;
16368;zlepšovat;5;-1,056;-2,414;-1,791;V;
16369;Sedláčková;4;0,813;0,861;-1,791;N;
16370;Cidlina;4;0,811;0,86;-1,791;N;
16371;pracovně;4;0,808;0,857;-1,791;D;
16372;arbitráž;4;0,804;0,854;-1,791;;
16373;vyjímat;4;0,8;0,851;-1,792;V;
16374;hele;4;0,795;0,848;-1,792;I;
16375;obilovina;4;0,79;0,844;-1,792;;
16376;devítiletý;4;0,787;0,841;-1,793;;
16377;pěvec;4;0,784;0,838;-1,793;N;
16378;Přikryl;4;0,782;0,837;-1,793;;
16379;Matějka;4;0,781;0,836;-1,793;N;
16380;tržba;6;-1,632;-5,143;-1,793;N;
16381;vozový;4;0,779;0,835;-1,793;;
16382;hřebík;4;0,778;0,834;-1,793;N;
16383;uspokojivý;4;0,777;0,833;-1,793;;
16384;interpretovat;4;0,774;0,83;-1,794;V;
16385;varšavský;4;0,771;0,828;-1,794;A;
16386;2,4;4;0,77;0,828;-1,794;;
16387;bitka;4;0,764;0,822;-1,794;N;
16388;chodský;4;0,763;0,822;-1,794;;
16389;kreativita;4;0,762;0,821;-1,794;N;
16390;Metro;4;0,762;0,82;-1,794;;
16391;ilegální;4;0,761;0,82;-1,794;;
16392;křížek;4;0,759;0,819;-1,795;N;
16393;vytoužený;4;0,759;0,818;-1,795;A;
16394;rezoluce;4;0,756;0,816;-1,795;N;
16395;zdražování;4;0,755;0,815;-1,795;N;
16396;všudypřítomný;4;0,754;0,814;-1,795;A;
16397;Wolf;4;0,753;0,813;-1,795;N;
16398;Colorado;4;0,751;0,811;-1,795;N;
16399;docent;4;0,741;0,803;-1,796;N;
16400;Libye;4;0,739;0,802;-1,796;N;
16401;pach;4;0,739;0,802;-1,796;N;
16402;zahnat;4;0,737;0,8;-1,796;V;
16403;biomasa;4;0,736;0,799;-1,796;;
16404;favoritka;4;0,735;0,798;-1,796;;
16405;výlov;4;0,727;0,792;-1,797;N;
16406;pousmát;4;0,722;0,788;-1,797;V;
16407;komický;4;0,721;0,786;-1,797;A;
16408;molo;4;0,719;0,785;-1,798;N;
16409;projížďka;4;0,719;0,785;-1,798;N;
16410;rozloučit;5;-1,083;-2,502;-1,798;V;
16411;devizový;4;0,716;0,783;-1,798;;
16412;nafukovací;4;0,715;0,782;-1,798;A;
16413;přibývající;4;0,712;0,779;-1,798;A;
16414;stínový;4;0,708;0,776;-1,798;A;
16415;hodiny;4;0,707;0,775;-1,798;;
16416;záchranářský;4;0,707;0,774;-1,799;A;
16417;načež;4;0,706;0,774;-1,799;D;
16418;1920;4;0,703;0,771;-1,799;C;
16419;Estonsko;4;0,702;0,77;-1,799;N;
16420;aquapark;4;0,7;0,769;-1,799;;
16421;dusík;4;0,696;0,765;-1,799;;
16422;Rosice;4;0,695;0,764;-1,799;;
16423;King;4;0,692;0,762;-1,8;N;
16424;hrst;4;0,692;0,762;-1,8;;
16425;závodiště;4;0,692;0,762;-1,8;;
16426;vzdorovat;4;0,689;0,759;-1,8;V;
16427;turnovský;4;0,686;0,757;-1,8;;
16428;těžební;4;0,686;0,757;-1,8;;
16429;šestice;4;0,685;0,756;-1,8;;
16430;vytrvalý;4;0,685;0,756;-1,8;A;
16431;T-Mobile;4;0,683;0,754;-1,8;;
16432;psací;4;0,676;0,748;-1,801;A;
16433;potřetí;5;-1,096;-2,543;-1,801;C;
16434;spouštět;4;0,67;0,743;-1,801;V;
16435;znásilnit;4;0,657;0,731;-1,802;V;
16436;debatovat;4;0,657;0,731;-1,802;V;
16437;vystěhovat;4;0,653;0,728;-1,803;V;
16438;elitní;5;-1,102;-2,564;-1,803;A;
16439;odražený;4;0,648;0,724;-1,803;;
16440;kolonáda;4;0,648;0,724;-1,803;;
16441;nebeský;4;0,648;0,723;-1,803;A;
16442;časný;4;0,645;0,721;-1,803;A;
16443;mlčení;4;0,644;0,72;-1,803;N;
16444;hop;4;0,639;0,716;-1,804;N;
16445;dokonalost;4;0,639;0,716;-1,804;N;
16446;1956;4;0,637;0,714;-1,804;C;
16447;lesnický;4;0,636;0,713;-1,804;;
16448;samostatnost;4;0,625;0,703;-1,805;N;
16449;šedivý;4;0,624;0,702;-1,805;A;
16450;převod;5;-1,111;-2,593;-1,805;N;
16451;zobrazení;4;0,615;0,694;-1,806;N;
16452;Berounsko;4;0,614;0,693;-1,806;;
16453;očkovat;4;0,614;0,693;-1,806;V;
16454;ČKD;4;0,613;0,692;-1,806;B;
16455;Šebrle;4;0,611;0,691;-1,806;N;
16456;domáhat;4;0,61;0,69;-1,806;;
16457;Taťána;4;0,61;0,69;-1,806;;
16458;ohodnotit;4;0,608;0,688;-1,806;;
16459;překonání;4;0,604;0,684;-1,806;N;
16460;usnadňovat;4;0,6;0,68;-1,807;V;
16461;ironie;4;0,598;0,679;-1,807;N;
16462;slovinský;4;0,596;0,677;-1,807;A;
16463;moč;4;0,593;0,674;-1,807;N;
16464;potápěč;4;0,593;0,674;-1,807;N;
16465;zužitkovat;4;0,593;0,674;-1,807;V;
16466;houslista;4;0,593;0,674;-1,807;N;
16467;horšovský;4;0,592;0,673;-1,807;;
16468;nečistota;4;0,584;0,666;-1,808;N;
16469;schvalování;4;0,584;0,666;-1,808;N;
16470;zástup;4;0,582;0,664;-1,808;N;
16471;vyhodnocovat;4;0,578;0,66;-1,809;;
16472;spot;4;0,574;0,657;-1,809;;
16473;miliardový;4;0,574;0,656;-1,809;A;
16474;Blue;4;0,57;0,653;-1,809;F;
16475;domluvený;4;0,57;0,653;-1,809;A;
16476;svetr;4;0,567;0,65;-1,809;;
16477;wi-fi;4;0,565;0,648;-1,81;;
16478;1953;4;0,564;0,647;-1,81;C;
16479;Zruč;4;0,563;0,646;-1,81;N;
16480;1963;4;0,562;0,645;-1,81;C;
16481;vzrostlý;4;0,557;0,641;-1,81;;
16482;tvořený;4;0,557;0,64;-1,81;A;
16483;ukrytý;4;0,554;0,638;-1,811;;
16484;kompenzovat;4;0,553;0,637;-1,811;V;
16485;čtyřčlenný;4;0,551;0,635;-1,811;;
16486;dělení;4;0,549;0,633;-1,811;N;
16487;nalezení;4;0,548;0,633;-1,811;N;
16488;Cannes;4;0,54;0,624;-1,812;N;
16489;hrající;5;-1,137;-2,68;-1,812;;
16490;taxík;4;0,536;0,621;-1,812;N;
16491;usmrtit;4;0,535;0,619;-1,812;V;
16492;pochoutka;4;0,534;0,619;-1,812;N;
16493;střílení;4;0,534;0,618;-1,812;N;
